,gauge_id,gauge_name,gauge_country,gauge_provider,river,lon_snap,lat_snap,lon,lat,elevation,area_official,area_estreams,area_flag,area_rel,start_date,end_date,num_years,num_months,num_days,num_continuous_days,num_days_gaps,num_days_reliable,num_days_noflag,num_days_suspect,gauge_flag,duplicated_suspect,watershed_group,gauges_upstream,nested_catchments,q_mean,q_runoff_ratio,q_elas_Sankarasubramanian,slope_sawicz,baseflow_index,hfd_mean,hfd_std,q_5,q_95,hq_freq,hq_dur,lq_freq,lq_dur,zero_q_freq,p_mean,pet_mean,aridity,p_seasonality,frac_snow,hp_freq,hp_dur,hp_time,lp_freq,lp_dur,lp_time,ele_mt_max,ele_mt_mean,ele_mt_min,slp_dg_mean,flat_area_fra,steep_area_fra,elon_ratio,strm_dens,lit_dom,bedrk_dep,perm_verylow_glob,perm_low_glob,perm_medium_glob,perm_high_glob,lit_fra_su,lit_fra_ss,lit_fra_sm,lit_fra_sc,lit_fra_mt,lit_fra_pi,lit_fra_py,lit_fra_vi,lit_fra_ev,lit_fra_ig,lit_fra_pa,lit_fra_pb,lit_fra_va,lit_fra_vb,perm_high_cont,perm_medium_cont,perm_low_cont,perm_verylow_cont,lit_fra_Conglomerates,lit_fra_Conglomerates and sands,lit_fra_Gravels,lit_fra_Sands,lit_fra_Sandstones,lit_fra_Sandstones and sands,root_dep_mean,root_dep_max,root_dep_min,soil_tawc_mean,soil_fra_sand_mean,soil_fra_silt_mean,soil_fra_clay_mean,soil_fra_grav_mean,soil_bd_mean,soil_oc_mean,lai_mean,ndvi_mean,lulc_2006_urban,lulc_2006_NonIrriAgri,lulc_2006_Agric,lulc_2006_forest,lulc_2006_grass,lulc_2006_agriculture,dam_num,res_num,lakes_num,lakes_tot_area,lakes_tot_vol,sno_cov_mean,irri_1990,irri_2005,stations_num_p_mean,perm_high_regi,perm_medium_regi,perm_low_regi,perm_high_glob2,perm_medium_glob2,perm_low_glob2,basin_id,group
62,A443064001,La Moselle Ã  Ã‰pinal,FR,FR_EAUFRANCE,La Moselle à Épinal,6.452981,48.165666,6.452981,48.165666,324,1217.0,1218.14,0,-0.093672966310608,1960-01-01,2023-09-30,64,765,23284,23284,0.0,22824.0,0.0,460.0,A,,1,14,"['FR000124', 'FR000125', 'FR000126', 'FR000127', 'FR000128', 'FR000129', 'FR000130', 'FR000131', 'FR000132', 'FR000133', 'FR003234', 'FR003235', 'FR003236', 'FR003237']",2.659,0.671,1.279,2.463,0.586,138.903,25.3,0.375,8.086,3.307,1.765,41.546,9.955,0.0,3.977,2.013,0.506,-0.194,0.059,15.212,1.262,2.0,205.946,3.845,1.0,1350.794,649.209,324.304,10.879,15.377,28.651,0.625,0.178,4,0.974,50.336,18.017,2.235,29.413,0.0,29.413,2.235,0.0,18.017,0.0,0.0,0.0,0.0,0.0,46.863,0.707,0.0,2.766,20.354,0.0,17.25,62.396,0.0,0.0,0.0,0.0,20.354,0.0,105.842,130.0,30.0,41.191,73.559,16.539,9.902,8.878,1.59,1.234,0.209,0.676,0.0569999999999999,0.027,0.256,0.626,0.028,0.283,1.0,1.0,3.0,1.82,19.38,7.477,0.075,0.057,17.0,32.0,0.0,68.0,28.999999999999996,20.0,51.0,FR003237,Group_4
63,A692101001,A6921010,FR,FR_EAUFRANCE,La Meurthe à Laneuveville-devant-Nancy [la Madeleine],6.272227,48.642507,6.272227,48.642507,200,2780.0,2783.547,0,-0.1275899280575548,1985-12-31,2023-09-30,39,454,13788,13788,0.0,13699.0,0.0,89.0,A,,1,30,"['FR000142', 'FR000143', 'FR000144', 'FR000145', 'FR000146', 'FR000147', 'FR000148', 'FR000149', 'FR000150', 'FR000151', 'FR000152', 'FR000153', 'FR000154', 'FR000155', 'FR000156', 'FR003250', 'FR003251', 'FR003252', 'FR003253', 'FR003254', 'FR003255', 'FR003256', 'FR003257', 'FR003258', 'FR003259', 'FR003260', 'FR003261', 'FR003262', 'FR003263', 'FR003264']",1.102,0.434,1.455,2.375,0.613,141.111,23.689,0.24,3.414,4.107,2.484,10.774,4.04,0.0,2.632,2.13,0.809,-0.047,0.04,14.817,1.181,1.0,214.75,3.9,3.0,1298.148,381.595,187.0,6.024,44.114,10.594,0.591,0.177,8,1.921,8.93,4.512,49.634,36.924,10.638,26.286,21.917,27.717,4.512,0.0,0.0,0.0,0.0,0.0,6.936,0.339,1.603,0.052,32.925,39.469,11.396,16.209,0.0,0.0,11.467,0.0,21.458,0.0,115.616,130.0,30.0,47.853,50.414,24.361,25.225,7.334,1.41,2.314,0.197,0.667,0.044,0.182,0.251,0.475,0.04,0.433,1.0,1.0,17.0,6.27,67.43,4.084,0.331,0.533,13.0,42.0,44.0,14.000000000000002,37.0,54.0,9.0,FR000156,Group_4
64,A793061001,La Moselle Ã  Hagondange et Ã  Hauconcourt,FR,FR_EAUFRANCE,La Moselle à Hagondange et à Hauconcourt,6.197408,49.223252,6.197408,49.223252,155,9387.0,9391.476,0,-0.0476829658037772,1960-01-01,2013-02-19,54,620,18717,8790,692.0,17993.0,0.0,724.0,C,,1,86,"['FR000124', 'FR000125', 'FR000126', 'FR000127', 'FR000128', 'FR000129', 'FR000130', 'FR000131', 'FR000132', 'FR000133', 'FR000134', 'FR000135', 'FR000136', 'FR000137', 'FR000138', 'FR000139', 'FR000140', 'FR000141', 'FR000142', 'FR000143', 'FR000144', 'FR000145', 'FR000146', 'FR000147', 'FR000148', 'FR000149', 'FR000150', 'FR000151', 'FR000152', 'FR000153', 'FR000154', 'FR000155', 'FR000156', 'FR000157', 'FR000158', 'FR000159', 'FR000160', 'FR000161', 'FR000162', 'FR000163', 'FR000164', 'FR000165', 'FR000166', 'FR000167', 'FR000168', 'FR000169', 'FR000170', 'FR000171', 'FR000172', 'FR003234', 'FR003235', 'FR003236', 'FR003237', 'FR003238', 'FR003239', 'FR003240', 'FR003241', 'FR003242', 'FR003243', 'FR003244', 'FR003245', 'FR003246', 'FR003247', 'FR003248', 'FR003249', 'FR003250', 'FR003251', 'FR003252', 'FR003253', 'FR003254', 'FR003255', 'FR003256', 'FR003257', 'FR003258', 'FR003259', 'FR003260', 'FR003261', 'FR003262', 'FR003263', 'FR003264', 'FR003265', 'FR003266', 'FR003267', 'FR003268', 'FR003269', 'FR003270', 'FR003271', 'FR003272']",1.202,0.454,1.802,2.54,0.605,140.667,23.096,0.203,3.827,4.118,2.453,32.121,5.561,0.0,2.569,2.153,0.838,-0.06,0.036,14.423,1.199,2.0,213.743,3.91,3.0,1350.794,357.303,137.817,5.062,50.798,7.339,0.581,0.182,8,2.561,9.244,3.674,66.338,20.743,7.934,12.809,20.023,46.315,3.674,0.0,0.0,0.0,0.0,0.0,8.134,0.192,0.475,0.443,21.020000000000003,58.017,7.8,13.164,0.0,0.0,8.037,0.0,12.983,0.0,114.062,130.0,30.0,49.926,42.358,27.951,29.691,8.007,1.367,1.917,0.178,0.632,0.061,0.254,0.267,0.374,0.028,0.521,4.0,4.0,80.0,37.25,191.28,3.573,2.073,2.345,35.0,24.0,63.0,13.0,21.0,70.0,9.0,FR003272,Group_4
65,A623201001,A6232010,FR,FR_EAUFRANCE,La Plaine à Raon-l'Étape [La Trouche],6.877879,48.41632,6.877879,48.41632,290,116.0,117.784,0,-1.537931034482764,1970-01-01,2023-09-30,54,644,19452,11494,179.0,19423.0,0.0,29.0,A,,1,1,['FR000144'],1.536,0.552,1.377,2.1,0.693,172.085,31.601,0.491,3.895,0.453,2.0,1.792,5.588,0.0,2.829,2.041,0.722,-0.054,0.047,14.409,1.183,2.0,213.253,3.889,1.0,995.046,509.829,287.534,14.336,7.883,44.296,0.47,0.183,10,0.917,11.931,0.0,4.809,83.26,0.0,83.26,0.0,4.809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.931,0.0,62.189,0.0,0.472,37.339,0.0,0.0,0.0,0.0,62.189,0.0,79.831,130.0,30.0,42.685,76.475,15.559,7.966,5.483,1.642,1.91,0.239,0.737,0.017,0.0,0.032,0.856,0.068,0.032,1.0,1.0,2.0,2.86,57.45,7.244,0.0,0.0,4.0,92.0,0.0,8.0,83.0,5.0,12.0,FR000144,Group_4
66,2,Hesperange,LU,LU_CONTACTFORM,Alzette,6.14908,49.586287,6.14908,49.586287,,292.3,306.968,0,-5.018132056106742,2002-01-01,2021-07-31,20,235,7152,7152,0.0,0.0,7152.0,0.0,B,,1,4,"['FR003289', 'FR003290', 'FR003291', 'LU000009', 'LU000013']",0.798,0.368,1.647,2.452,0.538,135.389,20.592,0.146,2.76,9.959,1.875,32.838,4.626,0.0,2.239,2.148,0.959,-0.07,0.033,17.144,1.199,2.0,225.472,4.292,3.0,455.85,335.351,258.929,3.669,58.158,1.464,0.596,0.173,8,1.277,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.559,97.441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.559,104.295,130.0,30.0,51.513,37.641,34.638,27.721,7.458,1.371,0.987,0.154,0.585,0.185,0.217,0.296,0.254,0.03,0.513,0.0,0.0,0.0,0.0,0.0,2.905,0.004,0.009,13.0,9.0,91.0,0.0,0.0,100.0,0.0,LU000009,Group_5
67,14,Kautenbach,LU,LU_CONTACTFORM,Wiltz,6.025045,49.946524,6.025045,49.946524,,427.7,427.94,0,-0.0561140986672922,2002-01-01,2021-07-31,20,235,7152,7152,0.0,0.0,7152.0,0.0,B,,1,2,"['LU000004', 'LU000011']",1.006,0.424,1.088,3.481,0.559,131.444,20.839,0.086,3.723,9.193,4.0,86.103,11.092,0.0,2.48,1.949,0.786,-0.062,0.055,14.151,1.17,2.0,208.532,3.918,3.0,565.199,459.788,252.83,6.041,29.255,6.455,0.58,0.209,10,1.093,0.0,0.0,0.0,100.0,2.36,97.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,67.553,70.0,50.0,51.537,42.442,37.661,19.896,9.304,1.411,1.421,0.172,0.624,0.05,0.058,0.55,0.338,0.003,0.6080000000000001,0.0,0.0,1.0,0.15,0.62,5.782,0.045,0.045,16.0,3.0,0.0,97.0,100.0,0.0,0.0,LU000011,Group_5
68,A417301001,La Cleurie Ã  Cleurie,FR,FR_EAUFRANCE,La Cleurie à Cleurie,6.690263,48.053183,6.690263,48.053183,451,63.0,64.468,0,-2.330158730158736,1970-08-06,2023-09-30,54,632,19174,7509,240.0,18397.0,0.0,777.0,C,,1,1,['FR003234'],3.051,0.825,1.057,2.336,0.603,137.188,23.97,0.555,8.859,2.737,1.505,24.156,8.248,0.0,3.818,1.99,0.521,-0.176,0.062,14.94,1.249,2.0,206.79,3.851,1.0,1001.013,727.585,450.99,10.924,7.999,25.08,0.645,0.141,4,0.972,49.633,18.055,0.0,32.312,0.0,32.312,0.0,0.0,18.055,0.0,0.0,0.0,0.0,0.0,49.633,0.0,0.0,0.0,4.045,0.0,22.121,73.834,0.0,0.0,0.0,0.0,4.045,0.0,77.463,130.0,30.0,42.367,68.701,20.313,10.985,7.343,1.578,1.743,0.216,0.691,0.034,0.0,0.26,0.6950000000000001,0.007,0.26,0.0,0.0,0.0,0.0,0.0,9.623,0.0,0.0,2.0,3.0,0.0,97.0,32.0,18.0,50.0,FR003234,Group_5
69,60900000,Lommersweiler,BE,BE_SPW,Braunlauf,6.153291563,50.23501431,6.15395504,50.23449444,,64.0,77.098,2,-20.465625,1991-09-03,2021-12-31,31,356,10649,6186,429.0,0.0,10649.0,0.0,B,,1,1,['BEWA0107'],1.269,0.438,0.696,3.521,0.56,133.391,18.746,0.096,4.399,8.095,3.233,81.46,10.509,0.0,2.928,1.866,0.637,-0.095,0.07,13.566,1.174,2.0,200.898,3.694,4.0,596.635,481.929,386.206,4.264,37.969,0.895,0.752,0.117,10,1.21,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,68.052,100.0,50.0,51.537,40.701,37.714,21.584,7.779,1.309,4.27,0.19,0.647,0.103,0.0,0.661,0.213,0.013,0.661,0.0,0.0,0.0,0.0,0.0,6.996,0.2,0.605,6.0,4.0,15.0,81.0,100.0,0.0,0.0,BEWA0107,Group_5
70,A873201001,Le Canner Ã  KÅ“nigsmacker,FR,FR_EAUFRANCE,Le Canner à Kœnigsmacker,6.27236,49.391885,6.27236,49.391885,150,110.0,108.785,0,1.1045454545454576,1971-01-01,2023-09-30,53,624,18950,8982,316.0,17442.0,854.0,654.0,C,,1,2,"['FR000179', 'FR003288']",0.678,0.326,2.46,2.013,0.566,137.417,22.934,0.125,2.105,10.168,2.152,23.01,7.973,0.0,2.092,2.183,1.043,-0.019,0.026,17.185,1.19,1.0,228.751,4.254,3.0,359.375,245.663,151.409,6.049,25.466,2.664,0.489,0.194,9,1.717,0.0,0.0,100.0,0.0,0.0,0.0,83.767,16.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.864,75.136,0.0,0.0,0.0,0.0,0.0,24.864,0.0,0.0,110.885,130.0,50.0,51.763,30.204,35.221,34.575,7.628,1.268,2.745,0.187,0.645,0.032,0.221,0.1999999999999999,0.515,0.026,0.421,0.0,0.0,0.0,0.0,0.0,2.233,0.0,0.008,1.0,28.999999999999996,71.0,0.0,0.0,100.0,0.0,FR003288,Group_5
71,A812200001,A8122000,FR,FR_EAUFRANCE,L'Yron à Hannonville-Suzémont,5.837081,49.098776,5.837081,49.098776,197,131.0,132.249,0,-0.9534351145038132,1998-12-04,2023-09-30,26,298,8979,6534,88.0,8059.0,847.0,73.0,B,,1,1,['FR000174'],0.553,0.271,2.243,3.523,0.43,123.4,29.061,0.027,2.293,22.564,3.119,111.503,13.299,0.0,2.198,2.195,0.998,-0.054,0.027,16.328,1.19,2.0,224.628,4.236,4.0,411.777,233.997,200.345,1.633,92.184,0.669,0.599,0.134,8,1.211,0.0,0.0,98.814,1.186,1.186,0.0,0.0,98.814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.85,0.0,3.151,0.0,0.0,0.0,0.0,0.0,0.0,122.593,130.0,30.0,55.63,37.341,35.104,27.556,5.563,1.368,1.064,0.153,0.598,0.035,0.439,0.251,0.237,0.005,0.69,0.0,0.0,3.0,1.46,3.61,2.131,0.07,0.04,2.0,0.0,100.0,0.0,1.0,99.0,0.0,FR000174,Group_5
72,2660030000,Juenkerath,DE,DE_RP,Kyll,6.601,50.334,6.601,50.334,,175.6,176.0,0,-0.2277904328018255,1972-11-01,2021-12-31,50,588,17868,17227,90.0,0.0,17868.0,0.0,B,,1,3,"['DERP2020', 'DERP2021', 'DERP2025']",1.422,0.54,1.527,3.481,0.467,127.0,19.537,0.098,5.325,15.515,3.073,98.099,12.901,0.0,2.619,1.812,0.692,-0.09,0.087,14.885,1.178,2.0,208.205,3.77,4.0,704.957,563.588,418.386,5.606,23.311,1.672,0.677,0.1,8,1.054,0.0,9.453,88.722,1.825,0.0,1.825,0.0,88.722,9.453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.664,9.821,0.0,81.515,0.0,0.0,0.0,0.0,8.664,0.0,74.751,130.0,30.0,52.189,41.293,39.122,19.586,8.961,1.412,1.463,0.198,0.65,0.032,0.0,0.486,0.477,0.003,0.486,1.0,1.0,1.0,0.15,0.9,8.65,0.0,0.446,9.0,5.0,24.0,71.0,2.0,98.0,0.0,DERP2021,Group_5
73,A902102050,La Sarre Ã  Sarrebourg,FR,FR_EAUFRANCE,La Sarre à Sarrebourg,7.050052,48.737172,7.050052,48.737172,243,262.0,254.042,0,3.0374045801526712,1995-12-26,2023-09-30,29,334,10113,5935,28.0,9582.0,0.0,531.0,C,,1,5,"['FR000183', 'FR000184', 'FR000185', 'FR000186', 'FR003292', 'FR003293']",0.992,0.389,2.165,1.83,0.605,146.44,25.981,0.067,3.503,10.351,2.928,37.25,15.254,0.0,2.542,2.059,0.81,-0.02,0.042,15.239,1.163,1.0,217.634,3.941,4.0,987.742,404.993,242.559,8.689,26.076,20.836,0.577,0.183,10,0.964,1.692,0.0,45.496,52.811,1.992,50.819,0.009,45.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.692,0.0,51.84,41.714,6.447,0.0,0.0,0.0,0.0,0.0,51.84,0.0,98.627,130.0,30.0,45.238,56.863,22.706,20.431,7.875,1.498,1.557,0.212,0.688,0.036,0.075,0.222,0.548,0.102,0.297,0.0,0.0,4.0,0.44,0.98,4.952,0.0,0.014,5.0,56.00000000000001,43.0,1.0,53.0,45.0,2.0,FR003293,Group_5
74,A436203001,La Vologne Ã  ChenimÃ©nil,FR,FR_EAUFRANCE,La Vologne à Cheniménil,6.603385,48.132892,6.603385,48.132892,370,355.0,356.013,0,-0.2853521126760497,1988-03-30,2023-09-30,36,427,12951,8219,17.0,12000.0,1.0,950.0,C,,1,6,"['FR000129', 'FR000130', 'FR000131', 'FR000132', 'FR000133', 'FR003236']",2.198,0.614,0.998,2.479,0.617,135.25,23.365,0.33,6.65,1.96,2.091,37.096,8.426,0.0,3.822,1.987,0.52,-0.176,0.063,14.913,1.25,2.0,206.763,3.853,1.0,1302.769,646.004,369.745,9.242,16.322,17.727,0.557,0.181,2,0.961,31.327,37.761,0.0,30.912,0.0,30.912,0.0,0.0,37.761,0.0,0.0,0.0,0.0,0.0,31.327,0.0,0.0,0.0,8.593,0.0,33.006,58.401,0.0,0.0,0.0,0.0,8.593,0.0,104.5,130.0,30.0,41.284,72.5,17.286,10.214,8.686,1.585,1.235,0.213,0.684,0.043,0.032,0.319,0.5890000000000001,0.007,0.351,0.0,0.0,2.0,1.72,19.1,7.547,0.007,0.003,5.0,31.0,0.0,69.0,31.0,38.0,31.0,FR003236,Group_5
75,63300000,Ouren,BE,BE_SPW,Our,6.14181426,50.14193502,6.14181426,50.14193502,,382.0,395.486,0,-3.5303664921465945,1992-01-01,2021-12-31,30,355,10557,3395,401.0,0.0,10557.0,0.0,B,,1,5,"['BEWA0066', 'BEWA0067', 'BEWA0106', 'BEWA0107', 'BEWA0119']",1.281,0.467,1.351,3.5,0.51,123.95,18.557,0.091,4.704,12.455,3.495,87.463,10.533,0.0,2.77,1.866,0.674,-0.094,0.074,13.797,1.178,2.0,203.252,3.759,3.0,706.491,498.297,326.368,6.133,20.903,3.483,0.586,0.145,10,1.11,0.0,1.116,23.923,74.961,0.0,74.961,0.0,23.923,1.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,76.692,130.0,50.0,52.303,41.336,38.529,20.135,8.725,1.391,2.003,0.199,0.648,0.042,0.0,0.5549999999999999,0.395,0.003,0.5549999999999999,0.0,0.0,0.0,0.0,0.0,7.381,1.4,3.429,17.0,3.0,3.0,94.0,75.0,25.0,0.0,BEWA0119,Group_5
76,2642030800,Contwig,DE,DE_RP,Schwarzbach,7.419,49.254,7.419,49.254,,529.6,530.0,0,-0.0755287009063401,1952-11-01,2021-12-31,70,827,25162,24532,101.0,0.0,25162.0,0.0,B,,1,1,['DERP2013'],0.785,0.355,1.078,1.077,0.812,166.582,17.787,0.349,1.551,0.044,1.5,0.624,1.87,0.0,2.214,2.138,0.966,-0.022,0.039,17.729,1.171,2.0,229.186,4.19,3.0,604.579,364.488,225.356,9.09,13.586,17.319,0.618,0.181,10,1.017,0.0,0.0,8.319,91.681,0.0,91.681,0.0,8.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.385,5.615,0.0,0.0,0.0,0.0,0.0,0.0,94.385,0.0,116.881,130.0,30.0,50.907,39.495,35.219,25.285,9.293,1.385,1.378,0.187,0.65,0.072,0.175,0.136,0.6120000000000001,0.003,0.311,0.0,0.0,1.0,0.1,0.62,3.575,0.0,0.0,22.0,91.0,9.0,0.0,92.0,8.0,0.0,DERP2013,Group_5
77,2660090000,Kordel,DE,DE_RP,Kyll,6.643,49.835,6.643,49.835,,817.1,819.0,0,-0.232529678129969,1967-11-01,2021-12-31,55,648,19695,19054,90.0,0.0,19695.0,0.0,B,,1,8,"['DERP2020', 'DERP2021', 'DERP2022', 'DERP2023', 'DERP2024', 'DERP2025', 'DERP2026', 'DERP2027']",1.022,0.439,1.445,2.086,0.606,138.288,19.829,0.275,3.102,5.434,2.22,1.094,6.556,0.0,2.334,1.937,0.83,-0.045,0.058,15.702,1.174,2.0,215.811,3.933,3.0,704.957,448.649,136.757,6.352,27.184,6.85,0.445,0.162,8,1.188,5.238,4.786,60.017,29.959,4.761,25.198,1.546,58.471,4.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.238,26.681,35.567,0.0,37.75157844768047,0.0,0.0,0.0,0.0,26.681,0.0,101.608,130.0,30.0,52.34,41.675,37.417,20.908,8.609,1.401,1.434,0.175,0.625,0.045,0.148,0.401,0.402,0.002,0.549,1.0,1.0,1.0,0.15,0.9,5.726,0.0,0.517,28.0,37.0,28.000000000000004,35.0,30.0,65.0,5.0,DERP2024,Group_5
78,A843101001,L'Orne Ã  Rosselange,FR,FR_EAUFRANCE,L'Orne à Rosselange,6.072001,49.256392,6.072001,49.256392,164,1238.0,1241.962,0,-0.3200323101777051,1967-12-17,2023-09-30,57,611,18194,8735,2183.0,17018.0,803.0,373.0,D,,1,14,"['FR000173', 'FR000174', 'FR000175', 'FR000176', 'FR003274', 'FR003275', 'FR003276', 'FR003277', 'FR003278', 'FR003279', 'FR003280', 'FR003281', 'FR003282', 'FR003283']",0.875,0.382,1.288,3.412,0.529,133.357,22.302,0.094,3.367,17.474,3.437,87.469,16.115,0.0,2.287,2.184,0.955,-0.08,0.028,16.069,1.195,2.0,222.764,4.222,3.0,411.777,247.111,166.677,2.318,80.009,1.175,0.677,0.176,8,1.382,0.0,0.0,90.018,9.982,9.982,0.0,0.0,90.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.557,0.0,0.442,0.0,0.0,0.0,0.0,0.0,0.0,110.804,130.0,30.0,54.923,35.985,35.568,28.448,6.509,1.361,1.076,0.152,0.589,0.051,0.496,0.185,0.246,0.013,0.681,0.0,0.0,5.0,2.0,5.01,2.215,0.976,0.473,5.0,0.0,100.0,0.0,10.0,90.0,0.0,FR003283,Group_5
79,A694102004,A6941020,FR,FR_EAUFRANCE,La Meurthe à Malzéville,6.179269,48.710667,6.179269,48.710667,188,2960.0,2882.865,0,2.605912162162169,1991-01-02,2023-04-14,33,306,7997,2448,3794.0,7698.0,83.0,216.0,E,['FR000157'],1,34,"['FR000142', 'FR000143', 'FR000144', 'FR000145', 'FR000146', 'FR000147', 'FR000148', 'FR000149', 'FR000150', 'FR000151', 'FR000152', 'FR000153', 'FR000154', 'FR000155', 'FR000156', 'FR000157', 'FR000158', 'FR000159', 'FR003250', 'FR003251', 'FR003252', 'FR003253', 'FR003254', 'FR003255', 'FR003256', 'FR003257', 'FR003258', 'FR003259', 'FR003260', 'FR003261', 'FR003262', 'FR003263', 'FR003264']",1.359,0.509,0.996,2.209,0.599,144.25,23.014,0.306,3.956,2.01,1.833,7.856,4.0,0.0,2.615,2.132,0.816,-0.046,0.039,14.831,1.181,1.0,214.899,3.902,3.0,1298.148,376.898,187.0,5.903,45.133,10.23,0.573,0.178,8,2.162,8.621,4.357,50.543,36.478,11.098,25.38,21.424,29.119,4.357,0.0,0.0,0.0,0.0,0.0,6.697,0.327,1.547,0.05,32.602000000000004,40.627,11.121,15.65,0.0,0.0,11.797,0.0,20.805,0.0,115.947,130.0,30.0,47.99,49.672,24.58,25.748,7.383,1.405,2.298,0.195,0.663,0.053,0.186,0.251,0.462,0.038,0.437,1.0,1.0,18.0,6.72,69.27,4.024,0.391,0.627,13.0,41.0,46.0,13.0,36.0,55.00000000000001,9.0,FR000159,Group_5
80,A850061001,La Moselle Ã  Uckange,FR,FR_EAUFRANCE,La Moselle à Uckange,6.172719,49.316716,6.172719,49.316716,150,10770.0,10801.232,0,-0.2899907149489319,1981-10-02,2023-09-30,43,504,15325,6753,14.0,14220.0,664.0,441.0,B,,1,102,"['FR000124', 'FR000125', 'FR000126', 'FR000127', 'FR000128', 'FR000129', 'FR000130', 'FR000131', 'FR000132', 'FR000133', 'FR000134', 'FR000135', 'FR000136', 'FR000137', 'FR000138', 'FR000139', 'FR000140', 'FR000141', 'FR000142', 'FR000143', 'FR000144', 'FR000145', 'FR000146', 'FR000147', 'FR000148', 'FR000149', 'FR000150', 'FR000151', 'FR000152', 'FR000153', 'FR000154', 'FR000155', 'FR000156', 'FR000157', 'FR000158', 'FR000159', 'FR000160', 'FR000161', 'FR000162', 'FR000163', 'FR000164', 'FR000165', 'FR000166', 'FR000167', 'FR000168', 'FR000169', 'FR000170', 'FR000171', 'FR000172', 'FR000173', 'FR000174', 'FR000175', 'FR000176', 'FR003234', 'FR003235', 'FR003236', 'FR003237', 'FR003238', 'FR003239', 'FR003240', 'FR003241', 'FR003242', 'FR003243', 'FR003244', 'FR003245', 'FR003246', 'FR003247', 'FR003248', 'FR003249', 'FR003250', 'FR003251', 'FR003252', 'FR003253', 'FR003254', 'FR003255', 'FR003256', 'FR003257', 'FR003258', 'FR003259', 'FR003260', 'FR003261', 'FR003262', 'FR003263', 'FR003264', 'FR003265', 'FR003266', 'FR003267', 'FR003268', 'FR003269', 'FR003270', 'FR003271', 'FR003272', 'FR003273', 'FR003274', 'FR003275', 'FR003276', 'FR003277', 'FR003278', 'FR003279', 'FR003280', 'FR003281', 'FR003282', 'FR003283', 'FR003284']",1.102,0.442,1.528,2.66,0.597,135.8,22.207,0.172,3.632,4.748,2.829,40.978,6.498,0.0,2.529,2.157,0.853,-0.062,0.034,14.382,1.2,2.0,212.75,3.934,3.0,1350.794,342.11,137.817,4.712,54.467,6.55,0.549,0.181,8,2.664,8.038,3.195,69.036,19.732,8.594,11.138,17.409,51.627,3.195,0.0,0.0,0.0,0.0,0.0,7.073,0.167,0.413,0.385,18.677,63.045,6.781000000000001,11.497,0.0,0.0,7.388,0.0,11.289,0.0,113.711,130.0,30.0,50.579,41.462,28.914,29.624,7.812,1.366,1.816,0.174,0.626,0.063,0.282,0.255,0.358,0.0249999999999999,0.5369999999999999,4.0,4.0,88.0,39.63,196.82,3.39,3.049,2.833,38.0,21.0,68.0,11.0,20.0,72.00000000000001,8.0,FR003284,Group_5
81,12,Vianden,LU,LU_CONTACTFORM,Our,6.204738,49.939224,6.204738,49.939224,,641.3,638.434,0,0.4469047247777928,2002-01-01,2021-07-31,20,235,7152,7152,0.0,0.0,7152.0,0.0,B,,1,9,"['BEWA0066', 'BEWA0067', 'BEWA0106', 'BEWA0107', 'BEWA0119', 'DERP2004', 'DERP2005', 'LU000005', 'LU000019']",1.191,0.476,1.213,3.703,0.489,127.222,21.034,0.081,4.426,15.525,3.576,94.836,8.928,0.0,2.643,1.901,0.719,-0.082,0.066,13.81,1.172,2.0,205.661,3.816,3.0,706.491,476.451,206.528,7.353,17.789,9.152,0.501,0.201,10,1.123,0.0,2.653,37.921,59.426,0.0,59.426,0.0,37.921,2.653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,72.895,130.0,30.0,51.99,42.264,37.779,19.956,8.782,1.401,1.835,0.19,0.639,0.031,0.034,0.509,0.42,0.002,0.543,0.0,0.0,2.0,0.0,0.0,6.627,1.495,3.524,27.0,4.0,4.0,92.0,59.0,41.0,0.0,LU000019,Group_6
